,NOMBRE,CONTROL,TIPO_MONITOREO,COSTO_MATRICULA,ESTADO,INGRESOS_FAMILIARES_M1,INGRESOS_FAMILIARES_H2,Labels_3Clusters
1053,Marinello Schools of Beauty-Anaheim,3,0,18510.0,5,0.105006105,0.017826618,0
1055,Minnesota School of Business-Waite Park,3,0,14040.0,27,0.1259623544467344,0.04793951204880309,0
1056,California Hair Design Academy,3,0,15125.0,5,0.15648855,0.041984733,0
1057,Le Cordon Bleu College of Culinary Arts-Minneapolis,3,0,12841.0,27,0.1259623544467344,0.04793951204880309,0
1058,Georgia Perimeter College,1,0,3100.0,12,0.15777064504154126,0.09437983713587411,2
1059,Empire Beauty School-Chenoweth,3,0,16380.0,20,0.107373868,0.023285899,0
1060,Southern Westchester BOCES-Practical Nursing Program,1,0,11250.0,39,0.254237288,0.09437983713587411,2
1061,Arizona Western College,1,0,2420.0,4,0.15777064504154126,0.09437983713587411,2
1062,Eureka College,2,0,20060.0,17,0.160949868,0.142480211,0
1063,Pennsylvania Institute of Health and Technology,3,0,13170.0,43,0.126696833,0.033182504,0
1064,John Jay Beauty College,3,0,9700.0,21,0.1259623544467344,0.0,0
1065,Union County College,1,0,4998.0,36,0.15777064504154126,0.09437983713587411,2
1066,Universal Technical Institute of California Inc,3,0,32250.0,5,0.1259623544467344,0.04793951204880309,0
1067,Champlain College,2,0,31350.0,54,0.14186649974413781,0.0711596745923386,0
1068,Leon Studio One School of Hair Design,3,0,13700.0,39,0.1259623544467344,0.04793951204880309,0
1069,Fortis Institute-Nashville,3,0,15152.0,49,0.122690318,0.012195122,0
1070,American Educational College,3,0,6324.0,44,0.1259623544467344,0.04793951204880309,0
1071,Northwest HVAC/R Training Center,2,0,6990.0,55,0.128205128,0.0711596745923386,0
1072,Hollywood Institute of Beauty Careers,3,0,13200.0,10,0.098526704,0.04793951204880309,0
1073,Rappahannock Community College,1,0,3245.0,52,0.15777064504154126,0.09437983713587411,2
1074,Community College of Aurora,1,0,2879.0,6,0.182779456,0.02848511,2
1075,Watkins College of Art Design & Film,2,0,19710.0,49,0.152439024,0.079268293,0
1076,Ottawa University-Ottawa,2,0,23964.0,19,0.14186649974413781,0.0711596745923386,0
1077,ITT Technical Institute-Canton,3,0,18048.0,26,0.1259623544467344,0.04793951204880309,0
1078,Everest College-Atlanta West,3,0,19218.0,12,0.097437626,0.01146325,0
1079,Arizona College-Glendale,3,0,15024.0,4,0.118877551,0.008163265,0
1080,Empire Beauty School-Lancaster,3,0,14490.0,43,0.107438017,0.020443671,0
1081,St Paul's School of Nursing-Staten Island,3,0,21769.0,39,0.14829932,0.085714286,0
1082,Everest College-Salt Lake City,3,0,13842.0,51,0.1259623544467344,0.04793951204880309,0
1083,Lone Star College System,1,0,1408.0,50,0.15777064504154126,0.09437983713587411,2
1084,Gemological Institute of America-Carlsbad,2,0,19510.0,5,0.14186649974413781,0.096296296,0
1085,Pine Technical College,1,0,4065.0,27,0.145185185,0.02962963,2
1086,Franklin Pierce University,2,0,31000.0,35,0.12244898,0.294990724,1
1088,Indiana University-Purdue University-Indianapolis,1,0,8756.0,18,0.155629445,0.110372218,2
1089,Minnesota School of Business-Rochester,3,0,14040.0,27,0.1259623544467344,0.04793951204880309,0
1090,The Salon Professional Academy-Lewisville,3,0,16600.0,50,0.112676056,0.070422535,0
1091,Calvary Bible College and Theological Seminary,2,0,10816.0,28,0.167938931,0.0711596745923386,2
1092,Georgia State University,1,0,8368.0,12,0.15777064504154126,0.09437983713587411,0
1093,Heritage Institute-Ft Myers,3,0,23908.0,10,0.129844961,0.04793951204880309,0
1094,Universal Technical Institute of Massachusetts Inc,3,0,39850.0,22,0.1259623544467344,0.04793951204880309,0
1095,Morrison University,3,0,6549.0,38,0.129359543,0.014584654,2
1096,University of South Dakota,1,0,8022.0,48,0.146285054,0.135010119,2
1097,Academy of Cosmetology,3,0,16010.0,56,0.170731707,0.04793951204880309,0
1098,Platt College-Riverside,3,0,14572.0,5,0.145625367,0.027598356,0
1099,Landmark College,2,0,49630.0,54,0.107407407,0.388888889,1
1100,University of Arizona,1,0,10391.0,4,0.15777064504154126,0.09437983713587411,0
1101,Chestnut Hill College,2,0,31170.0,43,0.14186649974413781,0.0711596745923386,0
1102,Indiana University of Pennsylvania-Main Campus,1,0,9080.0,43,0.143266932,0.17561753,1
1103,University of South Carolina-Sumter,1,0,6482.0,47,0.16254417,0.065371025,2
1104,International Institute of Cosmetology,3,0,19200.0,7,0.167832168,0.160839161,0
1106,Interactive College of Technology-Chamblee,3,0,8930.0,12,0.1259623544467344,0.04793951204880309,0
1107,National Personal Training Institute of Colorado,3,0,8395.0,6,0.15862069,0.04793951204880309,0
1108,Hellenic College-Holy Cross Greek Orthodox School of Theology,2,0,21220.0,22,0.14186649974413781,0.0711596745923386,0
1109,United Education Institute-Huntington Park Campus,3,0,18300.0,5,0.117083787,0.00609358,0
1110,University of Maine,1,0,10600.0,24,0.15777064504154126,0.09437983713587411,0
1111,Merced College,1,0,1138.0,5,0.15777064504154126,0.09437983713587411,2
1112,Iowa School of Beauty-Ottumwa,3,0,16800.0,15,0.162162162,0.04793951204880309,0
1113,Rabbinical Seminary M'kor Chaim,2,0,6675.0,39,0.14186649974413781,0.0711596745923386,0
1114,Gentle Healing School of Massage,3,0,9500.0,36,0.1259623544467344,0.04793951204880309,0
1115,House of Heavilin Beauty College-Kansas City,3,0,16300.0,28,0.1259623544467344,0.0,0
1118,ITT Technical Institute-Springfield,3,0,18048.0,52,0.1259623544467344,0.04793951204880309,0
1119,MotoRing Technical Training Institute,3,0,15650.0,46,0.12599681,0.041467305,0
1120,Everest Institute-Brighton,3,0,19152.0,22,0.110337972,0.04793951204880309,0
1121,York County Community College,1,0,3420.0,24,0.15777064504154126,0.09437983713587411,2
1123,Citrus Heights Beauty College,3,0,10000.0,5,0.190909091,0.0,0
1124,Lincoln College of New England-Southington,3,0,19840.0,7,0.188481675,0.044502618,0
1126,Porter and Chester Institute of Rocky Hill,3,0,18519.0,7,0.1259623544467344,0.04793951204880309,0
1127,Auburn University,1,0,9852.0,1,0.118769378,0.29573098,1
1128,VICI Aveda Institute,3,0,16533.0,56,0.124,0.09,0
1129,Columbus Technical Campus,1,0,3370.0,19,0.206790124,0.031893004,2
1130,Carl Albert State College,1,0,2808.0,41,0.15777064504154126,0.09437983713587411,2
1132,Central Carolina Community College,1,0,2216.0,32,0.15777064504154126,0.09437983713587411,2
1134,College of Southern Idaho,1,0,2640.0,16,0.15777064504154126,0.09437983713587411,2
1135,Herzing University-Toledo,3,0,10800.0,40,0.128298233,0.01755023,0
1136,Southeastern University,2,0,19986.0,10,0.14186649974413781,0.0711596745923386,0
1137,Minnesota State College-Southeast Technical,1,0,6064.0,27,0.15777064504154126,0.09437983713587411,2
1138,Hamilton Technical College,3,1,11625.0,15,0.098976109,0.04793951204880309,0
1139,Marinello School of Beauty-Northampton,3,0,11600.0,22,0.1259623544467344,0.04793951204880309,0
1140,Crowley's Ridge College,2,0,10900.0,2,0.14186649974413781,0.0711596745923386,0
1141,University of Arkansas at Little Rock,1,0,7094.0,2,0.150595094,0.048093272,2
1142,Dorsey Business Schools-Roseville,3,0,19728.0,26,0.076583211,0.004207869,0
1143,Sage College,3,0,12460.0,5,0.159010601,0.045936396,0
1144,Rock Valley College,1,0,2924.0,17,0.15777064504154126,0.09437983713587411,2
1145,University of Arkansas-Fort Smith,1,0,4528.0,2,0.182499251,0.031465388,2
1146,Toni & Guy Hairdressing Academy-Cranston,3,0,16235.0,46,0.144736842,0.078947368,0
1147,Triangle Tech Inc-Sunbury,3,0,16733.0,43,0.159493671,0.027848101,0
1148,College of Health Care Professions-Northwest,3,0,17000.0,50,0.13027917,0.015032212,0
1149,Purdue University-North Central Campus,1,0,7186.0,18,0.137383689,0.102900931,2
1150,The Art Institute of Salt Lake City,3,0,14896.0,51,0.1259623544467344,0.04793951204880309,0
1151,Vista College-Beaumont,3,0,14725.0,50,0.100597296,0.006758881,0
1152,Lafayette Beauty Academy,3,0,14100.0,18,0.159663866,0.04793951204880309,0
1153,Snead State Community College,1,0,4260.0,1,0.172979084,0.009044658,2
1154,Huston-Tillotson University,2,0,13494.0,50,0.181818182,0.033766234,0
1155,Pennsylvania Highlands Community College,1,0,4460.0,43,0.156617071,0.031323414,2
1156,Palo Alto College,1,0,2038.0,50,0.15777064504154126,0.09437983713587411,2
1157,Fortis Institute-Scranton,3,0,26387.0,43,0.129090909,0.04793951204880309,0
1158,Ross Medical Education Center-Kokomo,3,0,15680.0,18,0.1259623544467344,0.04793951204880309,0
1159,Durham Technical Community College,1,0,1840.0,32,0.140547945,0.005479452,2
1160,Bethany Lutheran College,2,0,24080.0,27,0.144295302,0.147651007,0
1161,Northwest Technical Institute,1,0,2321.0,2,0.172413793,0.0,2
1162,Yeshivath Beth Moshe,2,0,8400.0,43,0.14186649974413781,0.0,0
1163,White Mountains Community College,1,0,7664.0,35,0.170498084,0.038314176,2
1164,Aspen University,3,0,6150.0,6,0.083333333,0.04793951204880309,0
1165,Colorado College,2,0,44222.0,6,0.127218935,0.363905325,1
1166,York Technical College,1,0,4145.0,47,0.15777064504154126,0.09437983713587411,2
1168,Federico Beauty Institute,3,0,15322.0,5,0.125326371,0.057441253,0
1169,Weatherford College,1,0,2280.0,50,0.180770759,0.026618991,2
1170,Manchester Community College,1,0,7168.0,35,0.145299145,0.086609687,2
1171,Alaska Pacific University,2,0,29810.0,0,0.155405405,0.135135135,0
1172,Lackawanna College,2,0,12990.0,43,0.14186649974413781,0.0711596745923386,0
1173,Winston Salem Barber School,3,0,7675.0,32,0.1259623544467344,0.0,0
1174,Lincoln Technical Institute-South Plainfield,3,0,33939.0,36,0.1259623544467344,0.04793951204880309,0
1175,Antilles School of Technical Careers,3,0,9585.0,44,0.0592686,0.0,2
1176,Franklin and Marshall College,2,0,46285.0,43,0.14186649974413781,0.0711596745923386,0
1177,Southeastern School of Cosmetology,2,0,9200.0,1,0.14186649974413781,0.0,0
1178,Strayer University-Cedar Hill,3,0,15495.0,50,0.138014931,0.012998267,0
1179,Florida National University Training Center,3,0,13250.0,10,0.080438757,0.005484461,0
1180,The Art Institute of Charlotte,3,0,17128.0,32,0.1259623544467344,0.04793951204880309,0
1181,Benedictine University,2,0,25516.0,17,0.14186649974413781,0.0711596745923386,0
1182,Holyoke Community College,1,0,3574.0,22,0.135969785,0.0335481,2
1183,College of Hair Design-East Campus,3,0,19930.0,34,0.09771987,0.061889251,0
1185,Gannon University,2,0,27546.0,43,0.139171228,0.197028929,1
1186,CET-San Diego,2,0,10165.0,5,0.14186649974413781,0.0711596745923386,0
1187,Harris School of Business-Linwood Campus,3,0,13647.0,36,0.068467915,0.005833589,0
1188,Tennessee College of Applied Technology-Pulaski,1,0,3177.0,49,0.157142857,0.0,2
1189,Palmetto Beauty School,3,0,14600.0,47,0.117117117,0.0,0
1190,Southwest Institute of Technology,3,0,36892.0,50,0.1259623544467344,0.04793951204880309,0
1191,Mohawk Valley Community College,1,0,4288.0,39,0.15777064504154126,0.09437983713587411,2
1192,Mesalands Community College,1,0,1560.0,37,0.15777064504154126,0.0,2
1193,The Salon Professional Academy-Colorado Springs,3,0,17200.0,6,0.1259623544467344,0.04793951204880309,0
1194,Florida Academy of Health & Beauty,3,0,8050.0,10,0.0,0.0,0
1195,College of St Joseph,2,0,21100.0,54,0.155172414,0.0711596745923386,0
1196,Le Cordon Bleu College of Culinary Arts-San Francisco,3,0,13761.0,5,0.112903226,0.086693548,0
1197,Everest Institute-South Plainfield,3,0,18334.0,36,0.1259623544467344,0.04793951204880309,0
1198,Marinello School of Beauty-Palmdale,3,0,18511.0,5,0.1259623544467344,0.04793951204880309,0
1199,Emily Griffith Technical College,1,0,7490.0,6,0.127791563,0.0,0
1200,Strayer University-White Marsh Campus,3,0,15495.0,23,0.138014931,0.012998267,0
1201,Du Bois Business College-Huntingdon,3,0,11205.0,43,0.125,0.04793951204880309,0
1202,Columbia Gorge Community College,1,0,3636.0,42,0.191653787,0.09437983713587411,2
1203,Wilberforce University,2,0,15140.0,40,0.158682635,0.0711596745923386,0
1204,Saint Vincent College,2,0,30350.0,43,0.103686636,0.304147465,1
1205,Cankdeska Cikana Community College,1,0,3300.0,33,0.15777064504154126,0.0,2
1206,Empire Beauty School-North Hills,3,0,14490.0,43,0.095963756,0.019769358,0
1207,Simpson College,2,0,30999.0,15,0.138568129,0.192840647,1
1208,Anthem Institute-Las Vegas,3,0,12178.0,38,0.113989637,0.009585492,0
1209,Montana Tech of the University of Montana,1,0,6464.0,31,0.13986014,0.091783217,2
1210,Penn Commercial Business/Technical School,3,0,20800.0,43,0.099173554,0.039256198,0
1211,Tulsa Technology Center-Riverside Campus,1,0,7125.0,41,0.140826873,0.0,0
1212,Lees School of Cosmetology,3,0,11870.0,2,0.1259623544467344,0.04793951204880309,0
1213,Hair Design Institute,3,0,12600.0,10,0.144596651,0.077625571,0
1214,Manhattan School of Computer Technology,2,0,3714.0,39,0.14186649974413781,0.0,2
1215,Maryland Beauty Academy of Essex,3,0,15150.0,23,0.120805369,0.04793951204880309,0
1216,Ross Medical Education Center-Flint,3,0,15680.0,26,0.106285714,0.015619048,0
1217,Jefferson College of Health Sciences,2,0,22400.0,52,0.178846154,0.080769231,0
1218,DeVry University-Maryland,3,0,16010.0,23,0.1259623544467344,0.04793951204880309,0
1219,University of Kansas,1,0,10107.0,19,0.15777064504154126,0.09437983713587411,0
1220,Xavier University of Louisiana,2,0,20560.0,21,0.14186649974413781,0.0711596745923386,0
1221,Mr Leon's School of Hair Design-Moscow,3,0,14605.0,16,0.1259623544467344,0.0,0
1222,University of Nevada-Las Vegas,1,0,6690.0,38,0.15777064504154126,0.09437983713587411,2
1223,Anderson University,2,0,22790.0,47,0.14186649974413781,0.0711596745923386,0
1224,Culpeper Cosmetology Training Center,1,0,13900.0,52,0.15777064504154126,0.09437983713587411,0
1225,Texas Southern University,1,0,7946.0,50,0.157706946,0.028782112,2
1226,Southwestern Christian College,2,0,7620.0,50,0.115853659,0.0711596745923386,0
1227,Palo Verde College,1,0,1288.0,5,0.112947658,0.0,2
1228,Raritan Valley Community College,1,0,3742.0,36,0.192092652,0.079872205,2
1229,The Salon Professional Academy-Melbourne,3,0,13900.0,10,0.126506024,0.04793951204880309,0
1230,National University College-Ponce,3,0,6495.0,44,0.1259623544467344,0.04793951204880309,0
1231,Keiser University-Orlando,2,0,16284.0,10,0.14186649974413781,0.0711596745923386,0
1232,Academia Serrant Inc,3,0,5448.0,44,0.1259623544467344,0.0,2
1233,Victor Valley College,1,0,1114.0,5,0.15777064504154126,0.09437983713587411,2
1234,Rogies School of Beauty Culture,3,0,8950.0,44,0.1259623544467344,0.0,0
1236,The Art Institute of San Antonio,3,0,17668.0,50,0.150325468,0.054109032,0
1237,Holy Name Medical Center School of Nursing,2,0,19694.0,36,0.202898551,0.0711596745923386,0
1239,Inter American University of Puerto Rico-Arecibo,2,0,4660.0,44,0.14186649974413781,0.0711596745923386,0
1240,Bryan University,3,0,14760.0,2,0.1259623544467344,0.04793951204880309,0
1242,Marinello Schools of Beauty-Moreno Valley,3,0,18511.0,5,0.099787686,0.04793951204880309,0
1243,Everest College-San Jose,3,0,15009.0,5,0.14084507,0.04793951204880309,0
1244,East Central Community College,1,0,2170.0,30,0.163391353,0.017405952,2
1245,ITT Technical Institute-Richmond,3,0,18048.0,52,0.1259623544467344,0.04793951204880309,0
1246,Cornerstone University,2,0,24168.0,26,0.14186649974413781,0.0711596745923386,0
1247,Upper Valley Career Center,1,0,14065.0,40,0.13740458,0.09437983713587411,0
1248,University of Cosmetology Arts & Sciences-La Joya,3,0,15085.0,50,0.111111111,0.0,0
1249,Houston Training School-Gulfgate,3,0,11400.0,50,0.108,0.0,0
1250,Casa Loma College-Hawthorne,2,0,27742.0,5,0.14186649974413781,0.0711596745923386,0
1251,Colorado Academy of Veterinary Technology,3,0,15223.0,6,0.223300971,0.04793951204880309,2
1252,Somerset County Technology Center,1,0,13500.0,43,0.15777064504154126,0.0,0
1253,Unity College,2,0,25000.0,24,0.14186649974413781,0.0711596745923386,0
1254,Marinello Schools of Beauty-Las Vegas,3,0,19910.0,38,0.156028369,0.04793951204880309,0
1255,Zane State College,1,0,4556.0,40,0.15777064504154126,0.09437983713587411,2
1256,Lipscomb University,2,0,26094.0,49,0.133233533,0.193862275,1
1258,American College of Hairstyling-Des Moines,3,1,19767.0,15,0.1259623544467344,0.04793951204880309,0
1259,Tricoci University of Beauty Culture-Chicago,3,0,18800.0,17,0.106382979,0.039007092,0
1260,Regency Beauty Institute-Little Rock,3,0,16200.0,2,0.094486839,0.027951642,0
1261,South Central Career Center,1,0,10280.0,28,0.195652174,0.09437983713587411,2
1262,Minnesota State University-Moorhead,1,0,7816.0,27,0.149912434,0.137302977,2
1263,Career Development Institute,3,0,26427.0,5,0.1259623544467344,0.04793951204880309,0
1264,American Academy McAllister Institute of Funeral Service,2,0,14498.0,39,0.166666667,0.046875,0
1266,Ohio Business College-Hilliard,3,0,8500.0,40,0.1259623544467344,0.04793951204880309,0
1267,Paul Mitchell the School-Mclean,3,0,16500.0,52,0.167213115,0.093442623,0
1268,University of Maryland Eastern Shore,1,0,6998.0,23,0.158730159,0.103448276,2
1269,Coleman University,2,0,20200.0,5,0.14010989,0.046703297,0
1271,Charlotte Technical Center,1,0,2884.0,10,0.15777064504154126,0.0,2
1272,Brown Mackie College-Boise,3,0,12474.0,16,0.1259623544467344,0.04793951204880309,0
1273,Dewey University-Arroyo,2,0,9260.0,44,0.14186649974413781,0.0711596745923386,0
1274,Rogers State University,1,0,5349.0,41,0.180922526,0.046126288,2
1275,Meridian Technology Center,1,0,1996.0,41,0.173267327,0.0,2
1276,Santa Fe Community College,1,0,1329.0,37,0.140196586,0.006207967,2
1277,Modern Technology School,3,0,32027.0,5,0.134259259,0.04793951204880309,0
1278,College America-Denver,2,0,17211.0,6,0.13367052,0.011560694,0
1279,Southern Arkansas University Tech,1,0,4080.0,2,0.165075034,0.09437983713587411,2
1280,Winona State University,1,0,8730.0,27,0.119361166,0.226113757,1
1281,Washington Adventist University,2,0,21020.0,23,0.169902913,0.09223301,0
1282,Indiana County Technology Center,1,0,14841.0,43,0.14375,0.09437983713587411,0
1283,Arkansas Beauty College,3,0,10195.0,2,0.146666667,0.04793951204880309,0
1284,Faith Theological Seminary,2,0,5800.0,23,0.14186649974413781,0.0,2
1285,College of the Albemarle,1,0,2037.0,32,0.141886793,0.09437983713587411,2
1286,Kaskaskia College,1,0,3552.0,17,0.15777064504154126,0.09437983713587411,2
1287,Texas School of Business-North Campus,3,0,15984.0,50,0.126001457,0.011653314,0
1288,Cosmetology Concepts Institute,3,0,11040.0,28,0.1259623544467344,0.0,0
1289,Institute of Professional Careers,3,0,11350.0,38,0.1259623544467344,0.0,0
1290,Lex La-Ray Technical Center,1,0,10738.0,28,0.15777064504154126,0.09437983713587411,0
1291,Alaska Career College,3,0,13693.0,0,0.1259623544467344,0.04793951204880309,0
1292,Strayer University-Northwest Houston,3,0,15495.0,50,0.138014931,0.012998267,0
1293,Hickey College,3,0,13850.0,28,0.153846154,0.096601073,0
1294,Brittany Beauty School,3,0,12600.0,39,0.085714286,0.062857143,0
1295,New England Institute of Technology,2,0,21285.0,46,0.131305352,0.112052368,0
1296,University of Maryland-College Park,1,0,9162.0,23,0.15777064504154126,0.09437983713587411,0
1297,Cleveland Institute of Art,2,0,36509.0,40,0.19391635,0.148288973,0
1298,DeSales University,2,0,31250.0,43,0.124592834,0.215798046,1
1299,Fortis College-Cuyahoga Falls,3,0,12299.0,40,0.126548673,0.019469027,0
1300,Virgil's Beauty College,3,0,9100.0,41,0.1259623544467344,0.0,0
1301,Columbia College,2,0,7115.0,28,0.14186649974413781,0.0711596745923386,0
1302,Advanced Technical Centers,2,0,3325.0,10,0.14186649974413781,0.0711596745923386,0
1303,Shenandoah University,2,0,29934.0,52,0.14186649974413781,0.0711596745923386,0
1304,Three Rivers Community College,1,0,3348.0,28,0.15777064504154126,0.09437983713587411,2
1305,Husson University,2,0,15130.0,24,0.140625,0.127604167,0
1306,Cosmetology Careers Unlimited College of Hair Skin and Nails,3,0,15400.0,27,0.1259623544467344,0.04793951204880309,0
1307,Manhattan Institute,3,0,760.0,39,0.1259623544467344,0.0,2
1308,Keiser University-Melbourne,2,0,16284.0,10,0.14186649974413781,0.0711596745923386,0
1309,University of Phoenix-Idaho Campus,3,0,10840.0,16,0.135500822,0.015967208,0
1310,Columbus Technical College,1,0,1529.0,12,0.15777064504154126,0.09437983713587411,2
1311,Welder Training and Testing Institute,3,0,8625.0,43,0.1259623544467344,0.04793951204880309,0
1313,Platt College-Moore,3,0,30020.0,41,0.1259623544467344,0.04793951204880309,0
1315,MTI College,3,0,13280.0,5,0.1259623544467344,0.04793951204880309,0
1316,California State University-Channel Islands,1,0,6471.0,5,0.174135723,0.081946223,2
1317,Edgecombe Community College,1,0,2280.0,32,0.15777064504154126,0.09437983713587411,2
1318,Dorsey Business Schools-Lansing,3,0,17568.0,26,0.076583211,0.004207869,0
1319,Aveda Institute-Columbus,3,0,19750.0,40,0.105185185,0.087407407,0
1320,Northwestern Michigan College,1,0,2724.0,26,0.172695952,0.036606374,2
1321,The Restaurant School at Walnut Hill College,3,0,23550.0,43,0.173441734,0.176151762,1
1322,Sumner College,3,0,27290.0,42,0.165217391,0.04057971,0
1323,Ross Medical Education Center-Fort Wayne,3,0,15680.0,18,0.1259623544467344,0.04793951204880309,0
1324,Northeastern Technical College,1,0,3630.0,47,0.15777064504154126,0.09437983713587411,2
1325,Summit Academy Opportunities Industrialization Center,2,0,5400.0,27,0.14186649974413781,0.0711596745923386,0
1326,Cedar Crest College,2,0,33000.0,43,0.17847769,0.082677165,0
1327,Indian Capital Technology Center-Muskogee,1,0,3000.0,41,0.119318182,0.0,2
1328,Bay State College,3,0,19748.0,22,0.176536313,0.09273743,0
1329,College of Southern Maryland,1,0,3336.0,23,0.15777064504154126,0.09437983713587411,2
1330,North Arkansas College,1,0,1896.0,2,0.161473088,0.09437983713587411,2
1331,Western Washington University,1,0,8863.0,55,0.136105033,0.212253829,1
1332,Omega Institute,3,0,15500.0,36,0.075471698,0.04793951204880309,0
1333,Salter School-New Bedford,3,0,12700.0,22,0.1259623544467344,0.04793951204880309,0
1334,Ayers Career College,3,0,14475.0,21,0.071428571,0.04793951204880309,0
1335,Santa Fe College,1,0,2532.0,10,0.15777064504154126,0.09437983713587411,2
1336,University of Wisconsin-Stout,1,0,8968.0,56,0.132644272,0.197243755,1
1337,Ancilla College,2,0,13230.0,18,0.167123288,0.038356164,0
1338,San Diego Miramar College,1,0,1142.0,5,0.157127622,0.09437983713587411,2
1339,Mt San Antonio College,1,0,1346.0,5,0.15777064504154126,0.09437983713587411,2
1340,Mesivta Torah Vodaath Rabbinical Seminary,2,0,10400.0,39,0.14186649974413781,0.0711596745923386,0
1341,The Baptist College of Florida,2,0,9700.0,10,0.120535714,0.0625,0
1342,Orlo School of Hair Design and Cosmetology,3,0,10300.0,39,0.154761905,0.04793951204880309,0
1343,Quinebaug Valley Community College,1,0,3786.0,7,0.15777064504154126,0.09437983713587411,2
1344,Dickinson State University,1,0,5846.0,33,0.174545455,0.129090909,2
1347,Tri-County Community College,1,0,2346.0,32,0.15777064504154126,0.09437983713587411,2
1348,Aveda Institute-New York,3,0,15834.0,39,0.135135135,0.054054054,0
1349,Stage One-The Hair School,3,0,13275.0,21,0.12568306,0.04793951204880309,0
1350,Lincoln Technical Institute-New Britain,3,0,31475.0,7,0.13571572,0.057217426,0
1351,Heads West Kentucky Beauty College,3,0,12000.0,20,0.1259623544467344,0.0,0
1352,Delaware Valley College,2,0,32890.0,43,0.125269978,0.242980562,1
1353,Southern Maine Community College,1,0,3634.0,24,0.15777064504154126,0.09437983713587411,2
1354,Galen College of Nursing-Cincinnati,3,0,34660.0,40,0.220312901,0.043600923,0
1355,Empire Beauty School-Aurora,3,0,18000.0,6,0.11294964,0.017985612,0
1356,Marinello Schools of Beauty-East Hartford,3,0,17350.0,7,0.114754098,0.04793951204880309,0
1357,Carrington College-Spokane,3,0,14287.0,55,0.1259623544467344,0.04793951204880309,0
1360,Educational Technical College-Recinto de san Sebastian,3,0,9520.0,44,0.1259623544467344,0.0,0
1361,Columbia College-Hollywood,2,0,18804.0,5,0.14375,0.09375,0
1362,The Boston Conservatory,2,0,40900.0,22,0.103030303,0.43030303,1
1364,Wilkes-Barre Area Career and Technical Center Practical Nursing,1,0,12742.0,43,0.15777064504154126,0.09437983713587411,0
1366,Strayer University-King of Prussia Campus,3,0,15495.0,43,0.138014931,0.012998267,0
1367,Catawba College,2,0,26820.0,32,0.14186649974413781,0.0711596745923386,0
1368,Barton College,2,0,25396.0,32,0.14186649974413781,0.0711596745923386,0
1369,California State University-Dominguez Hills,1,0,6100.0,5,0.15777064504154126,0.09437983713587411,2
1370,American Career College-Ontario,3,0,34450.0,5,0.131590046,0.033741038,0
1371,The Barber School,3,0,8700.0,51,0.163120567,0.04793951204880309,0
1372,Laurus College,3,0,10400.0,5,0.1259623544467344,0.04793951204880309,0
1373,Chandler-Gilbert Community College,1,0,1974.0,4,0.15777064504154126,0.09437983713587411,2
1374,InterCoast Colleges-Fairfield,3,0,36115.0,5,0.138429752,0.014876033,0
1375,Career Training Academy-Pittsburgh,3,0,9553.0,43,0.101180438,0.021922428,0
1376,Santa Rosa Junior College,1,0,1280.0,5,0.15777064504154126,0.09437983713587411,2
1377,Villanova University,2,0,44430.0,43,0.108151305,0.439531167,1
1378,West Kentucky Community and Technical College,1,0,3456.0,20,0.15777064504154126,0.09437983713587411,2
1379,Colorado Technical University-Colorado Springs,3,0,11300.0,6,0.1259623544467344,0.04793951204880309,0
1381,Johnson & Wales University-Denver,2,0,27456.0,6,0.14186649974413781,0.0711596745923386,0
1382,Greensboro College,2,0,26306.0,32,0.162303665,0.120418848,0
1383,Rasmussen College-Bloomington,3,0,10764.0,27,0.1259623544467344,0.04793951204880309,0
1384,Marinello School of Beauty-Cathedral City,3,0,18510.0,5,0.10801116,0.017935432,0
1385,East Central University,1,0,5241.0,41,0.197339246,0.054878049,2
1386,Taylor Business Institute,3,0,13500.0,17,0.1259623544467344,0.04793951204880309,0
1387,Northeast Technical Institute,3,0,13095.0,24,0.144927536,0.01610306,0
1388,Academy of Hair Design-Grenada,3,0,10169.0,30,0.1259623544467344,0.0,0
1389,Regency Beauty Institute-Arlington,3,0,16200.0,50,0.094486839,0.027951642,0
1391,Somerset Community College,1,0,3456.0,20,0.125908508,0.005985464,2
1392,Spencerian College-Lexington,3,0,15874.0,20,0.1259623544467344,0.04793951204880309,0
1393,Salon & Spa Institute,3,1,18275.0,50,0.100719425,0.04793951204880309,0
1394,Saint Paul College,1,0,5198.0,27,0.15777064504154126,0.09437983713587411,2
1395,Lamar State College-Port Arthur,1,0,5091.0,50,0.168421053,0.022009569,2
1396,Chamberlain College of Nursing-Illinois,3,0,17280.0,17,0.1259623544467344,0.04793951204880309,0
1397,Buck's County School of Beauty Culture Inc,3,0,22100.0,43,0.151162791,0.04793951204880309,0
1398,Tulsa Welding School-Jacksonville,3,0,16855.0,10,0.129064039,0.029802956,0
1399,Victor Valley Beauty College Inc,3,0,16884.0,5,0.108843537,0.04793951204880309,0
1400,State Fair Community College,1,0,2940.0,28,0.15777064504154126,0.09437983713587411,2
1401,Marinello Schools of Beauty-Manhattan,3,0,15865.0,19,0.1259623544467344,0.04793951204880309,0
1402,Unitech Training Academy-Houma,3,0,13245.0,21,0.067706487,0.010280043,0
1403,Jolie Hair and Beauty Academy-Ludlow,3,0,12505.0,22,0.10989011,0.04793951204880309,0
