,NOMBRE,CONTROL,TIPO_MONITOREO,COSTO_MATRICULA,ESTADO,INGRESOS_FAMILIARES_M1,INGRESOS_FAMILIARES_H2,Labels_3Clusters
1572,Miller-Motte Technical College-Roanoke,3,0,10335.0,52,0.1259623544467344,0.04793951204880309,0
1573,Northwest College-Eugene,2,0,16938.0,42,0.112137203,0.026385224,0
1574,Strayer University-Warrendale Campus,3,0,15495.0,43,0.138014931,0.012998267,0
1575,College of Business and Technology-Flagler,3,0,17440.0,10,0.081853282,0.04793951204880309,0
1576,Shasta School of Cosmetology,3,0,11050.0,5,0.1259623544467344,0.0,0
1578,Rasmussen College–Romeoville/Joliet,3,0,10764.0,17,0.1259623544467344,0.04793951204880309,0
1579,International Academy of Design and Technology-San Antonio,3,0,15490.0,50,0.1259623544467344,0.04793951204880309,0
1580,Lansdale School of Business,3,0,9300.0,43,0.121287129,0.044554455,0
1581,Saint Augustine College,2,0,9120.0,17,0.14186649974413781,0.0711596745923386,0
1582,Miller-Motte College-Jacksonville,3,0,10080.0,32,0.1259623544467344,0.04793951204880309,0
1583,Heritage College-Kansas City,3,0,24292.0,28,0.132511069,0.020240354,0
1584,Cortiva Institute-Seattle,3,0,11685.0,55,0.11952862,0.038720539,0
1585,Christian Brothers University,2,0,28210.0,49,0.177263969,0.117533719,0
1586,Ross Medical Education Center-Taylor,3,0,15680.0,26,0.104629043,0.028535193,0
1587,University of Phoenix-Augusta Campus,3,0,10227.0,12,0.135500822,0.015967208,0
1588,John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,3,0,12599.0,39,0.1259623544467344,0.04793951204880309,0
1589,New Hampshire Institute for Therapeutic Arts,3,0,10000.0,24,0.1259623544467344,0.04793951204880309,0
1590,Marinello School of Beauty,3,0,18510.0,5,0.105006105,0.017826618,0
1593,Heald College-Salinas,3,0,13620.0,5,0.1259623544467344,0.04793951204880309,0
1594,Wayne Finger Lakes BOCES-Practical Nursing Program,1,0,14385.0,39,0.15862069,0.09437983713587411,0
1595,Virginia College-Birmingham,3,0,12250.0,1,0.1259623544467344,0.04793951204880309,0
1596,South Texas Vocational Technical Institute-Brownsville,3,0,19120.0,50,0.080808081,0.04793951204880309,0
1599,Ohio Center for Broadcasting-Columbus,3,0,15557.0,40,0.124128312,0.037656904,0
1603,Colorado Christian University,2,0,25046.0,6,0.14186649974413781,0.0711596745923386,0
1604,McCann School of Business and Technology,3,0,9820.0,43,0.1259623544467344,0.04793951204880309,0
1605,Wyotech-Laramie,3,0,29250.0,58,0.1259623544467344,0.04793951204880309,0
1606,San Juan Bautista School of Medicine,2,0,8186.0,44,0.14186649974413781,0.0,0
1607,The Art Institute of New York City,3,0,19756.0,39,0.128243143,0.032616753,0
1609,The Institute of Beauty and Wellness,3,0,17850.0,56,0.131578947,0.101503759,0
1611,Bonnie Joseph Academy of Cosmetology and Barbering,3,0,15000.0,51,0.1259623544467344,0.0,0
1612,Kaplan University-Lincoln Campus,3,0,15352.0,34,0.1259623544467344,0.04793951204880309,0
1614,Alabama State College of Barber Styling,3,0,8000.0,1,0.1259623544467344,0.0,0
1617,Empire Beauty School-Somersworth,3,0,18495.0,35,0.127572017,0.053497942,0
1618,Heald College-San Francisco,3,0,13620.0,5,0.1259623544467344,0.04793951204880309,0
1619,Blue Cliff College-Alexandria,3,0,15345.0,21,0.061151079,0.00647482,0
1620,The College of Health Care Professions-Fort Worth,3,0,17000.0,50,0.13027917,0.015032212,0
1622,Phagans School of Beauty,3,0,14950.0,42,0.1259623544467344,0.0,0
1626,Expertise Cosmetology Institute,2,0,17930.0,38,0.14186649974413781,0.0,0
1627,Advanced College of Cosmetology,3,0,12710.0,56,0.171875,0.04793951204880309,0
1628,Pacific Islands University,2,0,7630.0,13,0.14186649974413781,0.0,0
1629,Paul Mitchell the School-Atlanta,3,0,17400.0,12,0.113259669,0.052486188,0
1630,Trend Barber College,3,0,12544.0,50,0.1259623544467344,0.0,0
1631,Philadelphia University,2,0,33690.0,43,0.14186649974413781,0.0711596745923386,0
1632,Love Beauty School Inc,3,0,11000.0,49,0.1259623544467344,0.04793951204880309,0
1634,Francis Tuttle Technology Center,1,0,1770.0,41,0.126284875,0.09437983713587411,0
1635,Independence College of Cosmetology,3,0,15150.0,28,0.1259623544467344,0.04793951204880309,0
1638,Delta Beauty College,3,0,9100.0,30,0.1259623544467344,0.0,0
1641,Academy of Esthetics and Cosmetology,3,0,14350.0,5,0.1259623544467344,0.0,0
1644,St Louis College of Health Careers-St Louis,3,0,15465.0,28,0.085124678,0.04793951204880309,0
1647,Manchester University,2,0,27920.0,18,0.14186649974413781,0.0711596745923386,0
1648,California University of Management and Sciences,2,0,10745.0,5,0.14186649974413781,0.0711596745923386,0
1651,Nova Academy of Cosmetology,3,0,14700.0,27,0.117647059,0.04793951204880309,0
1652,American Beauty School,3,0,7490.0,39,0.118090452,0.04793951204880309,0
1654,Maricopa Skill Center,1,0,8165.0,4,0.15777064504154126,0.09437983713587411,0
1655,Capri Beauty College,3,0,18300.0,17,0.088785047,0.098130841,0
1658,Regency Beauty Institute-Wichita,3,0,16200.0,19,0.094486839,0.027951642,0
1661,Heritage College-Wichita,3,0,23513.0,19,0.132511069,0.020240354,0
1662,Strayer University-Irving,3,0,15495.0,50,0.138014931,0.012998267,0
1663,Midwest Technical Institute-Ridgeland,3,0,13725.0,30,0.099169171,0.016439809,0
1666,Globe University-Madison East,3,0,14040.0,56,0.145184136,0.032223796,0
1667,Faust Institute of Cosmetology-Storm Lake,3,0,12350.0,15,0.169491525,0.04793951204880309,0
1669,Mr Bernard's School of Hair Fashion Inc,3,0,12400.0,24,0.1259623544467344,0.0,0
1672,National American University-Colorado Springs,3,0,12531.0,6,0.1259623544467344,0.04793951204880309,0
1674,Raphael's School of Beauty Culture Inc-Alliance,3,0,15310.0,40,0.127659575,0.0,0
1675,Tri-State Bible College,2,0,7700.0,40,0.14186649974413781,0.0,0
1678,MidAmerica Nazarene University,2,0,22290.0,19,0.195223261,0.111111111,0
1679,The Salon Professional Academy-Gainesville,3,0,13395.0,10,0.145038168,0.04793951204880309,0
1681,Wesleyan College,2,0,19775.0,12,0.193415638,0.074074074,0
1682,South University-Tampa,3,0,16360.0,10,0.1259623544467344,0.04793951204880309,0
1683,Bucknell University,2,0,46902.0,43,0.14186649974413781,0.0711596745923386,0
1684,Louisiana State University-Eunice,1,0,3198.0,21,0.146508728,0.060473816,0
1685,New York Automotive and Diesel Institute,3,0,14850.0,39,0.132459971,0.034934498,0
1687,Ohio State School of Cosmetology-Canal Winchester,3,0,18900.0,40,0.141463415,0.04793951204880309,0
1690,Bryan University,3,0,14760.0,19,0.1259623544467344,0.04793951204880309,0
1691,Vatterott College-Tulsa,3,0,12664.0,41,0.1259623544467344,0.04793951204880309,0
1694,Concorde Career College-Memphis,3,0,14035.0,49,0.090659341,0.014128728,0
1695,Chambersburg Beauty School,3,0,17360.0,43,0.0725,0.04793951204880309,0
1697,NTMA Training Centers of Southern California,2,0,10950.0,5,0.14186649974413781,0.0711596745923386,0
1699,Otsego Area BOCES-Practical Nursing Program,1,0,9725.0,39,0.162162162,0.09437983713587411,0
1700,Malone University,2,0,25678.0,40,0.14186649974413781,0.0711596745923386,0
1701,Cambria-Rowe Business College-Johnstown,3,0,13130.0,43,0.116402116,0.04793951204880309,0
1702,Strayer University-Fairborn Campus,3,0,15495.0,40,0.138014931,0.012998267,0
1705,Universal College of Beauty Inc-Los Angeles 2,3,0,16150.0,5,0.1259623544467344,0.0,0
1707,Vaughn College of Aeronautics and Technology,2,0,20450.0,39,0.14186649974413781,0.0711596745923386,0
1708,Keiser University-West Palm Beach,2,0,16284.0,10,0.14186649974413781,0.0711596745923386,0
1709,The Art Institute of California-Argosy University Los Angeles,3,0,18748.0,5,0.126508959,0.031126509,0
1711,J Everett Light Career Center,1,0,15000.0,18,0.15777064504154126,0.09437983713587411,0
1712,Professional Careers Institute,3,0,999.0,50,0.05345912,0.04793951204880309,0
1715,University of Minnesota-Twin Cities,1,0,13555.0,27,0.15777064504154126,0.09437983713587411,0
1716,Brandman University,2,0,8800.0,5,0.14186649974413781,0.0711596745923386,0
1718,Baker College of Port Huron,2,0,8100.0,26,0.14186649974413781,0.0711596745923386,0
1720,Ohio Wesleyan University,2,0,40510.0,40,0.14186649974413781,0.0711596745923386,0
1721,Pennsylvania State University-Penn State Erie-Behrend College,1,0,14240.0,43,0.15777064504154126,0.09437983713587411,0
1723,Wingate University,2,0,25040.0,32,0.165703276,0.165703276,0
1725,Trend Setters School of Cosmetology,3,0,14850.0,28,0.113043478,0.04793951204880309,0
1726,Oehrlein School of Cosmetology,3,0,14425.0,17,0.1259623544467344,0.04793951204880309,0
1727,Connecticut Institute of Hair Design,3,0,14300.0,7,0.1259623544467344,0.0,0
1728,ECPI University-Greensboro,3,0,14245.0,32,0.1259623544467344,0.04793951204880309,0
1729,North Central Institute,3,0,15120.0,49,0.184615385,0.0,0
1730,Columbia University in the City of New York,2,0,49138.0,39,0.14186649974413781,0.0711596745923386,0
1731,Regency Beauty Institute-Detroit Southgate,3,0,17300.0,26,0.094486839,0.027951642,0
1733,CET-San Bernardino,2,0,10165.0,5,0.14186649974413781,0.0711596745923386,0
1736,Central College of Cosmetology,3,0,9200.0,28,0.1259623544467344,0.0,0
1738,Concept College of Cosmetology,3,0,13650.0,17,0.106382979,0.04793951204880309,0
1739,Martin University,2,0,11960.0,18,0.14186649974413781,0.0,0
1740,Fortis Institute-Birmingham,3,0,15224.0,1,0.094520044,0.014711291,0
1742,West Coast University-Los Angeles,3,0,32525.0,5,0.173705722,0.122615804,0
1745,ITT Technical Institute-Bessemer,3,0,18048.0,1,0.1259623544467344,0.04793951204880309,0
1746,Barber School of Pittsburgh,3,0,14325.0,43,0.1259623544467344,0.0,0
1747,The Landing School,2,0,19350.0,24,0.14186649974413781,0.0711596745923386,0
1749,Cheeks International Academy of Beauty Culture-Cheyenne,3,0,14375.0,58,0.082474227,0.04793951204880309,0
1750,Gene Juarez Academy of Beauty-Mountlake Terrace,3,0,17100.0,55,0.148201439,0.073381295,0
1751,Aveda Institute-Portland,3,0,17900.0,42,0.162464986,0.092436975,0
1754,Automotive Training Center-Warminster,3,0,38250.0,43,0.150815217,0.08423913,0
1755,Refrigeration School Inc,3,0,18150.0,4,0.16888434,0.021494371,0
1757,Empire Beauty School-Malden,3,0,11200.0,22,0.107373868,0.023285899,0
1758,Keiser University-Ft Myers,2,0,16284.0,10,0.14186649974413781,0.0711596745923386,0
1759,University of Charleston,2,0,19650.0,57,0.144620811,0.079365079,0
1760,Vanguard College of Cosmetology-Baton Rouge,3,0,16000.0,21,0.120535714,0.071428571,0
1761,Charlie's Guard-Detective Bureau and Academy Inc,3,0,6940.0,44,0.1259623544467344,0.0,0
1763,Minneapolis Media Institute,3,0,22569.0,27,0.101070951,0.050870147,0
1764,Southern Institute of Cosmetology,3,0,15000.0,49,0.1259623544467344,0.0,0
1766,Texas Vocational Schools Inc,3,0,9460.0,50,0.102040816,0.04793951204880309,0
1768,Western Suffolk BOCES,1,0,27975.0,39,0.168115942,0.101449275,0
1769,Vatterott College-Berkeley,3,0,12815.0,28,0.1259623544467344,0.04793951204880309,0
1771,Columbia College,2,0,26800.0,47,0.14186649974413781,0.0711596745923386,0
1772,Paul Mitchell the School-Honolulu,3,0,19050.0,14,0.192307692,0.04793951204880309,0
1773,Instituto Educativo Premier,3,0,7980.0,44,0.1259623544467344,0.0,0
1774,Unitech Training Academy-Lake Charles,3,0,15140.0,21,0.067706487,0.010280043,0
1776,Centro de Estudios Multidisciplinarios-Humacao,2,0,6321.0,44,0.14186649974413781,0.0711596745923386,0
1777,Asbury University,2,0,26076.0,20,0.168508287,0.153314917,0
1778,Hamrick School,3,0,9727.0,40,0.138157895,0.0,0
1779,Searcy Beauty College Inc,3,0,13200.0,2,0.1259623544467344,0.04793951204880309,0
1780,Prism Career Institute-Philadelphia,3,0,24990.0,43,0.122276029,0.016949153,0
1783,Trevecca Nazarene University,2,0,22330.0,49,0.200256739,0.110397946,0
1785,Upper Iowa University,2,0,24400.0,15,0.14186649974413781,0.0711596745923386,0
1787,Atlanta School of Massage,3,0,11978.0,12,0.115987461,0.034482759,0
1788,Nashville College of Medical Careers,3,0,13600.0,49,0.075268817,0.04793951204880309,0
1789,Shimer College,2,0,31527.0,17,0.14186649974413781,0.0711596745923386,0
1790,Fashion Focus Hair Academy,3,0,13150.0,10,0.1259623544467344,0.04793951204880309,0
1791,Regency Beauty Institute-Metro Center,3,0,17300.0,4,0.094486839,0.027951642,0
1792,American Trade School,3,0,16600.0,28,0.080924856,0.04793951204880309,0
1796,Erie Institute of Technology Inc,3,0,13770.0,43,0.1259623544467344,0.04793951204880309,0
1797,Midwest Institute,3,0,14680.0,28,0.130909091,0.043636364,0
1798,Healthcare Training Institute,3,0,28500.0,36,0.160337553,0.04793951204880309,0
1799,ITT Technical Institute-Phoenix,3,0,18048.0,4,0.1259623544467344,0.04793951204880309,0
1800,Marian University,2,0,28400.0,18,0.159313726,0.157679739,0
1801,Springfield College of Beauty,3,0,13800.0,42,0.1259623544467344,0.0,0
1804,Marinello School of Beauty-Torrington,3,0,17350.0,7,0.1259623544467344,0.04793951204880309,0
1806,Claflin University,2,0,15010.0,47,0.14186649974413781,0.0711596745923386,0
1808,South Coast College,3,0,44690.0,5,0.125,0.048387097,0
1810,Portfolio Center - Waltham,3,0,26850.0,22,0.15720524,0.104803493,0
1811,South University-Cleveland,3,0,16360.0,40,0.1259623544467344,0.04793951204880309,0
1812,California Polytechnic State University-San Luis Obispo,1,0,8724.0,5,0.15777064504154126,0.09437983713587411,0
1813,Hardin-Simmons University,2,0,23460.0,50,0.1575179,0.158711217,0
1815,Valley Forge Christian College,2,0,19394.0,43,0.175,0.075,0
1816,Argosy University-Seattle,3,0,13663.0,55,0.126508959,0.031126509,0
1818,Court Reporting Institute of Dallas,3,0,10075.0,50,0.151125402,0.04793951204880309,0
1822,Strayer University-Mississippi,3,0,15495.0,30,0.138014931,0.012998267,0
1823,Brighton Center's Center for Employment Training,2,0,8350.0,20,0.14186649974413781,0.0,0
1824,Aveda Institute-Boise,3,0,16400.0,16,0.1259623544467344,0.04793951204880309,0
1825,Paul Mitchell The School-Charleston,3,0,14400.0,47,0.143765903,0.048346056,0
1827,University of St Thomas,2,0,35308.0,27,0.14186649974413781,0.0711596745923386,0
1829,Empire Beauty School-Glen Burnie,3,0,17040.0,23,0.107438017,0.020443671,0
1830,MacCormac College,2,0,12820.0,17,0.12972973,0.0711596745923386,0
1831,Miller-Motte College-Greenville,3,0,10748.0,32,0.1259623544467344,0.04793951204880309,0
1832,La James International College-Iowa City,3,0,18660.0,15,0.202380952,0.04793951204880309,0
1833,Machzikei Hadath Rabbinical College,2,0,9600.0,39,0.14186649974413781,0.0711596745923386,0
1835,University of Pittsburgh-Greensburg,1,0,13128.0,43,0.15777064504154126,0.09437983713587411,0
1836,Escuela Hotelera de San Juan,3,0,10300.0,44,0.131034483,0.04793951204880309,0
1838,Cambridge Institute of Allied Health & Technology,3,0,19559.0,10,0.118644068,0.04793951204880309,0
1839,Pillar College,2,0,17204.0,36,0.14186649974413781,0.0711596745923386,0
1840,Mr John's School of Cosmetology Esthetics & Nails-Jacksonville,3,0,15095.0,17,0.1259623544467344,0.04793951204880309,0
1841,Francois D College of Hair Skin and Nails,3,0,13400.0,51,0.144736842,0.04793951204880309,0
1842,Lourdes University,2,0,17655.0,40,0.151024811,0.101402373,0
1844,Southwest University at El Paso,3,0,14300.0,50,0.110519308,0.005770084,0
1845,Daymar Institute-Clarksville,3,0,18000.0,49,0.121235521,0.04793951204880309,0
1848,Marietta College,2,0,31940.0,40,0.154829546,0.171875,0
1849,Aesthetics Institute of Cosmetology,3,0,15100.0,23,0.1259623544467344,0.04793951204880309,0
1851,Vatterott College-Springfield,3,0,12574.0,28,0.1259623544467344,0.04793951204880309,0
1852,New York University,2,0,44848.0,39,0.14186649974413781,0.0711596745923386,0
1853,Trinity Washington University,2,0,21630.0,8,0.14186649974413781,0.0711596745923386,0
1855,Modern Hairstyling Institute-Arecibo,3,0,7400.0,44,0.1259623544467344,0.0,0
1857,Illinois Institute of Technology,2,0,40117.0,17,0.165172855,0.134443022,0
1859,Cannella School of Hair Design-Chicago,3,0,12340.0,17,0.1259623544467344,0.0,0
1860,The Hair Design School-Charlotte,3,0,16260.0,32,0.11294964,0.017985612,0
1861,Living Arts College,3,0,16780.0,32,0.12863706,0.018376723,0
1862,Strayer University-Huntsville Campus,3,0,15495.0,1,0.138014931,0.012998267,0
1864,Court Reporting Institute of Louisiana,3,1,8825.0,21,0.1259623544467344,0.04793951204880309,0
1866,University of Washington-Bothell Campus,1,0,11911.0,55,0.15777064504154126,0.09437983713587411,0
1867,Bold Beauty Academy,3,0,7900.0,31,0.091891892,0.04793951204880309,0
1869,ITT Technical Institute-Fort Lauderdale,3,0,18048.0,10,0.1259623544467344,0.04793951204880309,0
1870,Ohio Christian University,2,0,17720.0,40,0.14186649974413781,0.0711596745923386,0
1871,University of St Thomas,2,0,28240.0,50,0.183636364,0.121818182,0
1872,Carrington College-Las Vegas,3,0,41616.0,38,0.1259623544467344,0.04793951204880309,0
1873,Stephens College,2,0,27954.0,28,0.14186649974413781,0.0711596745923386,0
1874,Jenny Lea Academy of Cosmetology,3,0,10100.0,20,0.1259623544467344,0.0,0
1876,Advanced Training Associates,3,0,11990.0,5,0.1259623544467344,0.04793951204880309,0
1877,Delaware Learning Institute of Cosmetology,3,0,13500.0,9,0.152941177,0.04793951204880309,0
1878,American Hair Academy,3,0,16590.0,15,0.1259623544467344,0.04793951204880309,0
1880,Trumbull Career & Technical Center,1,0,10356.0,40,0.118367347,0.09437983713587411,0
1881,Cleveland Institute of Dental-Medical Assistants-Lyndhurst,3,0,9050.0,40,0.076508621,0.04793951204880309,0
1885,Mid-South Christian College,2,0,4709.0,49,0.14186649974413781,0.0711596745923386,0
1888,Kaplan University-Maine Campus,3,0,10710.0,24,0.1259623544467344,0.04793951204880309,0
1889,Berkeley City College,1,0,1144.0,5,0.121991247,0.09437983713587411,0
1892,Hair Professionals Career College,3,0,17450.0,17,0.1259623544467344,0.04793951204880309,0
1893,Dayton Barber College,3,0,10860.0,40,0.1259623544467344,0.0,0
1894,Computer Systems Institute,3,0,13950.0,17,0.088086185,0.005069709,0
1895,Holy Names University,2,0,33020.0,5,0.166015625,0.166015625,0
1896,Strayer University-Coral Springs Campus,3,0,15495.0,10,0.138014931,0.012998267,0
1897,New Mexico Military Institute,1,0,4336.0,37,0.127329193,0.105590062,0
1898,Blue Cliff College-Fayetteville,3,0,15260.0,2,0.061151079,0.00647482,0
1900,Herzing University-Birmingham,3,0,11150.0,1,0.128298233,0.01755023,0
1902,ITT Technical Institute-Troy,3,0,18048.0,26,0.1259623544467344,0.04793951204880309,0
1903,Bristol University,3,1,10795.0,5,0.068027211,0.04793951204880309,0
1904,Irene's Myomassology Institute,3,0,10690.0,26,0.139841689,0.031662269,0
1905,Villa Maria College,2,0,18240.0,39,0.180821918,0.035616438,0
1906,The Art Institute of Houston,3,0,17668.0,50,0.150325468,0.054109032,0
1907,McPherson College,2,0,22891.0,19,0.14186649974413781,0.0711596745923386,0
1909,Concordia University-Ann Arbor,2,0,23563.0,26,0.196428571,0.113095238,0
1911,Berkeley College-Woodland Park,3,0,23100.0,36,0.171841377,0.037503843,0
1912,Nutek Academy of Beauty Inc,3,0,10715.0,20,0.1259623544467344,0.0,0
1914,Paul Mitchell the School-Green Bay,3,0,14000.0,56,0.124352332,0.051813472,0
1915,Kussad Institute of Court Reporting,3,0,9700.0,50,0.1259623544467344,0.04793951204880309,0
1916,Career Care Institute,3,0,28026.0,5,0.126834382,0.022012579,0
1917,Empire Beauty School-Warminster,3,0,14679.0,43,0.097618118,0.022256931,0
1919,Star Career Academy-Newark,3,0,14734.0,36,0.1259623544467344,0.04793951204880309,0
1920,Shear Academy,3,1,10250.0,49,0.1259623544467344,0.0,0
1922,Lincoln Christian University,2,0,16050.0,17,0.179012346,0.074074074,0
1924,Pennsylvania State University-Penn State Abington,1,0,13608.0,43,0.15777064504154126,0.09437983713587411,0
1925,Rob Roy Academy-Fall River,3,0,12500.0,22,0.1259623544467344,0.04793951204880309,0
1926,Hair Academy,3,0,11100.0,1,0.1259623544467344,0.0,0
1929,Oregon College of Art and Craft,2,0,27145.0,42,0.141025641,0.0711596745923386,0
1930,KD College Conservatory of Film and Dramatic Arts,3,0,16387.0,50,0.136363636,0.063636364,0
1931,The Art Institute of Virginia Beach,3,0,17596.0,52,0.1259623544467344,0.04793951204880309,0
1932,Tricoci University of Beauty Culture-Libertyville,3,0,18800.0,17,0.139175258,0.077319588,0
1934,Hussian School of Art,3,0,14600.0,43,0.1259623544467344,0.04793951204880309,0
1935,Northwest College-Tualatin,2,0,16938.0,42,0.112137203,0.026385224,0
1937,Le Cordon Bleu College of Culinary Arts-Pasadena,3,0,13049.0,5,0.1259623544467344,0.04793951204880309,0
1938,Paul Mitchell the School-Bradley,3,0,16948.0,17,0.138004246,0.089171975,0
1940,University of Phoenix-Phoenix Campus,3,0,11320.0,4,0.135500822,0.015967208,0
1941,Manuel and Theresa's School of Hair Design-Bryan,3,0,15400.0,50,0.1259623544467344,0.04793951204880309,0
1942,Arkansas College of Barbering and Hair Design,3,0,14270.0,2,0.1259623544467344,0.0,0
1943,Mildred Elley-Pittsfield Campus,3,0,12555.0,22,0.106031128,0.006322957,0
1944,Fortis Institute-Cookeville,3,0,14418.0,49,0.122775801,0.012455516,0
1949,New England Tractor Trailer Training School of Connecticut,3,0,10295.0,7,0.1259623544467344,0.04793951204880309,0
1950,Abilene Christian University,2,0,28350.0,50,0.14186649974413781,0.0711596745923386,0
1951,Lincoln Technical Institute-Moorestown,3,0,28243.0,36,0.128408459,0.023511408,0
1957,California Nurses Educational Institute,3,0,29000.0,5,0.133333333,0.04793951204880309,0
1958,Marsha Kay Beauty College,3,0,9100.0,2,0.1259623544467344,0.0,0
1959,Salish Kootenai College,2,0,4191.0,31,0.133196721,0.0711596745923386,0
1960,Lincoln Technical Institute-Somerville,3,0,15539.0,22,0.128408459,0.023511408,0
1961,Prince Institute-Southeast,3,0,9685.0,1,0.142857143,0.068965517,0
1962,Michigan College of Beauty-Monroe,3,0,13175.0,26,0.109589041,0.045662101,0
1963,California Christian College,2,0,8275.0,5,0.14186649974413781,0.0,0
1964,Huntsville Bible College,2,0,3720.0,1,0.14186649974413781,0.0711596745923386,0
1968,EDP University of Puerto Rico Inc-San Sebastian,2,0,6060.0,44,0.14186649974413781,0.0711596745923386,0
1969,Faulkner University,2,0,18230.0,1,0.14186649974413781,0.0711596745923386,0
1970,Turning Point Beauty College,3,0,17137.0,4,0.1259623544467344,0.04793951204880309,0
1973,Rasmussen College-Fort Myers,3,0,10764.0,10,0.1259623544467344,0.04793951204880309,0
1975,Hanover Public School District Practical Nursing Program,1,0,9500.0,43,0.15777064504154126,0.09437983713587411,0
1978,Allen College,2,0,18829.0,15,0.122112211,0.145214522,0
1980,Dade Medical College-Hollywood,3,0,47813.0,10,0.1259623544467344,0.04793951204880309,0
1981,Coast Career Institute,3,0,5175.0,5,0.1259623544467344,0.04793951204880309,0
1983,Strayer University-Owings Mills Campus,3,0,15495.0,23,0.138014931,0.012998267,0
1985,Cleveland State University,1,0,9499.0,40,0.15777064504154126,0.09437983713587411,0
1986,Make-up Designory,3,0,20176.0,39,0.122370937,0.124282983,0
1987,Brescia University,2,0,19640.0,20,0.185131195,0.05393586,0
1988,Lincoln Technical Institute-Allentown,3,0,15700.0,43,0.1259623544467344,0.04793951204880309,0
1989,National Latino Education Institute,2,0,10325.0,17,0.154545455,0.0711596745923386,0
1991,Pro Way Hair School,3,0,18725.0,12,0.071856287,0.04793951204880309,0
1993,North-West College-Riverside,3,0,28525.0,5,0.121256392,0.027757487,0
1995,Everest Institute-Southfield,3,0,17506.0,26,0.1259623544467344,0.04793951204880309,0
1996,Valley Beauty School,3,0,11550.0,40,0.1259623544467344,0.04793951204880309,0
1997,ITT Technical Institute-Little Rock,3,0,18048.0,2,0.1259623544467344,0.04793951204880309,0
1998,Vatterott College-St Charles,3,0,12567.0,28,0.1259623544467344,0.04793951204880309,0
1999,Miller-Motte College-Wilmington,3,0,10485.0,32,0.1259623544467344,0.04793951204880309,0
2000,Agnes Scott College,2,0,34788.0,12,0.200934579,0.128504673,0
2002,The Academy of Radio and TV Broadcasting,3,0,14000.0,5,0.092105263,0.04793951204880309,0
2004,Grabber School of Hair Design,3,0,15000.0,28,0.106382979,0.04793951204880309,0
2005,Buckner Barber School,3,1,9210.0,50,0.1259623544467344,0.0,0
2007,Southeastern Community College,1,0,2416.0,32,0.132852729,0.09437983713587411,0
2008,Paul Mitchell the School-East Bay,3,0,18623.0,5,0.113564669,0.094637224,0
2009,Miller-Motte Technical College-Conway,3,0,10422.0,47,0.1259623544467344,0.04793951204880309,0
2010,Jolie Hair and Beauty Academy-Hazleton,3,0,15650.0,43,0.116483517,0.030769231,0
2011,Inter American University of Puerto Rico-Bayamon,2,0,4600.0,44,0.14186649974413781,0.0711596745923386,0
2013,Unitek College,3,0,21671.0,5,0.169266771,0.075663027,0
2014,Marinello School of Beauty,3,0,18510.0,5,0.105006105,0.017826618,0
2017,Four Rivers Career Center,1,0,12490.0,28,0.15777064504154126,0.09437983713587411,0
2019,Framingham State University,1,0,8080.0,22,0.15777064504154126,0.09437983713587411,0
2020,Southwest School of Business and Technical Careers-San Antonio,3,0,14550.0,50,0.056291391,0.04793951204880309,0
2024,Auburn Career Center,1,0,12950.0,40,0.136585366,0.09437983713587411,0
2026,Trinity Christian College,2,0,24435.0,17,0.14186649974413781,0.0711596745923386,0
2028,Vatterott College-Spring Valley,3,0,12538.0,34,0.076657459,0.006906077,0
2029,Utah College of Massage Therapy-Phoenix,3,0,11957.0,4,0.138171668,0.035589672,0
2030,Marinello School of Beauty-El Cajon,3,0,18510.0,5,0.105006105,0.017826618,0
2031,Henris School of Hair Design,3,0,11100.0,22,0.1259623544467344,0.04793951204880309,0
2032,Utah College of Massage Therapy-Utah Valley,3,0,12060.0,51,0.138171668,0.035589672,0
2033,Career Training Academy-New Kensington,3,0,9553.0,43,0.101180438,0.021922428,0
2035,Martin Methodist College,2,0,22272.0,49,0.18328841,0.043126685,0
2036,Twin Rivers Adult School - Arnold Avenue Center,1,0,22000.0,5,0.15777064504154126,0.0,0
2037,University of Antelope Valley,3,0,11100.0,5,0.109563603,0.029712163,0
2039,Avalon School of Cosmetology,3,0,12900.0,27,0.1259623544467344,0.0,0
2040,The Hair Design School-Winston-Salem,3,0,15750.0,32,0.097618118,0.022256931,0
2041,Tusculum College,2,0,22250.0,49,0.14186649974413781,0.0711596745923386,0
2042,National American University-Ellsworth AFB Extension,3,0,6447.0,48,0.1259623544467344,0.04793951204880309,0
2044,Stenotype Institute of Jacksonville Inc-Jacksonville,3,0,16100.0,10,0.136363636,0.04793951204880309,0
2046,Rabbinical College Beth Shraga,2,0,11050.0,39,0.14186649974413781,0.0711596745923386,0
2047,Elite Academy of Beauty Arts,3,0,10300.0,39,0.1259623544467344,0.0,0
2048,Bryan University,3,0,14416.0,28,0.1259623544467344,0.04793951204880309,0
2049,Heritage University,2,0,17744.0,55,0.196460177,0.0711596745923386,0
2051,Molloy College,2,0,25710.0,39,0.14186649974413781,0.0711596745923386,0
2052,Minnesota School of Business-Elk River,3,0,14040.0,27,0.1259623544467344,0.04793951204880309,0
2053,Keiser University-Pembroke Pines,2,0,16284.0,10,0.14186649974413781,0.0711596745923386,0
2054,Alexandria School of Scientific Therapeutics,3,0,9665.0,18,0.1259623544467344,0.04793951204880309,0
